sku,nome,categoria,marca,fabricante,modelo,compatibilidade_anos,preco,vendedor,cidade_uf,estoque,rating
767610,Coroa e Pinhão Suzuki Kawasaki Versys 650,Coroa e Pinhão,Suzuki,Kawasaki,Versys 650,2021-2021,169.84,Oficina do Zé,Goiânia/GO,34,4.0
225552,Coroa e Pinhão Kawasaki BMW F 800 GS,Coroa e Pinhão,Kawasaki,BMW,F 800 GS,2018-2024,202.27,Garagem 2Rodas,Belo Horizonte/MG,13,3.9
497292,Guidão Suzuki Kawasaki Ninja 400,Guidão,Suzuki,Kawasaki,Ninja 400,2011-2015,386.89,MotoCenter SP,Salvador/BA,22,4.0
668897,Amortecedor NGK Yamaha MT-07,Amortecedor,NGK,Yamaha,MT-07,2021-2024,239.21,Garagem 2Rodas,Curitiba/PR,1,4.2
829813,Pneu Suzuki Triumph Tiger 660,Pneu,Suzuki,Triumph,Tiger 660,2009-2016,158.87,Oficina do Zé,São Paulo/SP,17,4.3
758576,Guidão Magnetron Kawasaki Versys 650,Guidão,Magnetron,Kawasaki,Versys 650,2016-2022,96.77,Oficina do Zé,Campinas/SP,23,3.8
596047,Lâmpada Suzuki Kawasaki Ninja 400,Lâmpada,Suzuki,Kawasaki,Ninja 400,2016-2023,206.75,Maringá Racing,Curitiba/PR,13,4.3
791428,Amortecedor Suzuki Triumph Tiger 660,Amortecedor,Suzuki,Triumph,Tiger 660,2012-2019,131.32,Salvador Parts,Goiânia/GO,13,4.3
194409,Guidão Motul BMW F 800 GS,Guidão,Motul,BMW,F 800 GS,2018-2018,98.32,Fort Motos,Porto Alegre/RS,0,4.1
469575,Amortecedor Scud BMW F 800 GS,Amortecedor,Scud,BMW,F 800 GS,2012-2022,297.46,MotoMix BH,Manaus/AM,8,4.0
620625,Filtro de Ar Yamaha Kawasaki Versys 650,Filtro de Ar,Yamaha,Kawasaki,Versys 650,2010-2015,65.93,Fort Motos,Fortaleza/CE,18,5.0
348147,Disco de Freio Magnetron Kawasaki Versys 650,Disco de Freio,Magnetron,Kawasaki,Versys 650,2009-2018,144.54,Oficina do Zé,Porto Alegre/RS,2,4.4
291273,Disco de Freio Yamaha BMW F 800 GS,Disco de Freio,Yamaha,BMW,F 800 GS,2017-2018,186.19,Garagem 2Rodas,São Paulo/SP,0,4.5
465122,Coroa e Pinhão Vedamotors Suzuki GSX-S750,Coroa e Pinhão,Vedamotors,Suzuki,GSX-S750,2011-2024,174.84,Fort Motos,Goiânia/GO,16,4.0
521478,Coroa e Pinhão Bosch Yamaha Fazer 250,Coroa e Pinhão,Bosch,Yamaha,Fazer 250,2016-2016,151.1,MotoCenter SP,Goiânia/GO,4,4.2
618526,Lâmpada Yamaha Yamaha Fazer 250,Lâmpada,Yamaha,Yamaha,Fazer 250,2016-2022,50.1,Oficina do Zé,Curitiba/PR,17,4.9
562030,Filtro de Ar NGK Yamaha MT-07,Filtro de Ar,NGK,Yamaha,MT-07,2013-2014,86.74,RioBike,Manaus/AM,4,4.2
945781,Lâmpada Suzuki Kawasaki Versys 650,Lâmpada,Suzuki,Kawasaki,Versys 650,2009-2009,263.38,RioBike,Belo Horizonte/MG,13,4.9
858931,Pneu Suzuki Kawasaki Ninja 400,Pneu,Suzuki,Kawasaki,Ninja 400,2010-2024,132.21,MotoMix BH,São Paulo/SP,12,4.3
847721,Guidão Kawasaki Kawasaki Z400,Guidão,Kawasaki,Kawasaki,Z400,2013-2014,222.08,Maringá Racing,Goiânia/GO,3,4.3
107090,Amortecedor Bosch Kawasaki Z400,Amortecedor,Bosch,Kawasaki,Z400,2023-2024,91.17,Fort Motos,Porto Alegre/RS,0,4.5
812520,Coroa e Pinhão Suzuki BMW F 800 GS,Coroa e Pinhão,Suzuki,BMW,F 800 GS,2020-2023,288.47,Garagem 2Rodas,Campinas/SP,15,5.0
917113,Pneu Honda Suzuki GSX-S750,Pneu,Honda,Suzuki,GSX-S750,2018-2019,107.41,Oficina do Zé,Curitiba/PR,6,4.4
606426,Escape Kawasaki Yamaha MT-07,Escape,Kawasaki,Yamaha,MT-07,2018-2020,211.75,RioBike,Salvador/BA,11,4.0
954842,Cabo de Acelerador Motul Yamaha Fazer 250,Cabo de Acelerador,Motul,Yamaha,Fazer 250,2014-2025,313.03,MotoMix BH,Campinas/SP,17,4.7
813936,Pneu Magnetron BMW F 800 GS,Pneu,Magnetron,BMW,F 800 GS,2012-2025,125.07,Salvador Parts,São Paulo/SP,17,4.4
313317,Amortecedor Kawasaki Suzuki GSX-S750,Amortecedor,Kawasaki,Suzuki,GSX-S750,2010-2011,222.86,Salvador Parts,Campinas/SP,9,3.5
117147,Escape Honda Triumph Tiger 660,Escape,Honda,Triumph,Tiger 660,2011-2025,81.37,Fort Motos,Fortaleza/CE,18,4.9
356320,Guidão Kawasaki Kawasaki Z400,Guidão,Kawasaki,Kawasaki,Z400,2009-2018,126.12,MotoMix BH,Salvador/BA,22,4.4
682897,Pneu NGK Honda CG 160,Pneu,NGK,Honda,CG 160,2010-2012,103.12,MotoCenter SP,Goiânia/GO,21,4.9
344536,Escape Scud Triumph Tiger 660,Escape,Scud,Triumph,Tiger 660,2010-2022,292.44,Garagem 2Rodas,Campinas/SP,10,4.5
990073,Pneu Motul Kawasaki Z400,Pneu,Motul,Kawasaki,Z400,2021-2024,176.28,Curitiba Motos,Fortaleza/CE,20,4.0
591158,Lâmpada Scud Triumph Tiger 660,Lâmpada,Scud,Triumph,Tiger 660,2020-2022,202.56,RioBike,São Paulo/SP,16,4.0
890160,Pastilha de Freio Yamaha Kawasaki Ninja 400,Pastilha de Freio,Yamaha,Kawasaki,Ninja 400,2014-2018,170.79,Garagem 2Rodas,São Paulo/SP,15,4.2
478229,Pneu Motul BMW F 800 GS,Pneu,Motul,BMW,F 800 GS,2011-2017,149.94,Fort Motos,Goiânia/GO,21,4.0
771166,Pneu Vedamotors Kawasaki Ninja 400,Pneu,Vedamotors,Kawasaki,Ninja 400,2020-2022,101.48,Fort Motos,Fortaleza/CE,9,5.0
389272,Lâmpada Scud Honda XRE 300,Lâmpada,Scud,Honda,XRE 300,2016-2024,96.62,MotoCenter SP,Belo Horizonte/MG,3,4.8
115967,Filtro de Ar NGK Suzuki GSX-S750,Filtro de Ar,NGK,Suzuki,GSX-S750,2013-2017,459.37,MotoMix BH,Curitiba/PR,19,4.7
817895,Coroa e Pinhão RK Suzuki GSX-S750,Coroa e Pinhão,RK,Suzuki,GSX-S750,2023-2024,172.86,Maringá Racing,Rio de Janeiro/RJ,17,4.0
318670,Lâmpada Scud Honda XRE 300,Lâmpada,Scud,Honda,XRE 300,2020-2024,161.56,Garagem 2Rodas,Manaus/AM,27,4.1
379350,Pastilha de Freio Yamaha Suzuki GSX-S750,Pastilha de Freio,Yamaha,Suzuki,GSX-S750,2018-2019,281.61,Maringá Racing,Curitiba/PR,18,4.2
159157,Lâmpada Yamaha BMW F 800 GS,Lâmpada,Yamaha,BMW,F 800 GS,2012-2018,362.12,MotoCenter SP,Curitiba/PR,12,3.4
585326,Amortecedor Motul Suzuki GSX-S750,Amortecedor,Motul,Suzuki,GSX-S750,2016-2021,168.14,Salvador Parts,Belo Horizonte/MG,14,4.5
428246,Disco de Freio RK Honda CB 650R,Disco de Freio,RK,Honda,CB 650R,2020-2022,123.77,Curitiba Motos,Goiânia/GO,21,4.0
365281,Disco de Freio Bosch Kawasaki Ninja 400,Disco de Freio,Bosch,Kawasaki,Ninja 400,2014-2015,216.25,Fort Motos,Manaus/AM,0,4.4
808847,Escape NGK Kawasaki Z400,Escape,NGK,Kawasaki,Z400,2010-2021,173.26,MotoCenter SP,Goiânia/GO,18,3.9
385542,Cabo de Acelerador Scud Kawasaki Z400,Cabo de Acelerador,Scud,Kawasaki,Z400,2018-2018,147.29,Curitiba Motos,Salvador/BA,20,4.7
753888,Escape RK Honda CB 650R,Escape,RK,Honda,CB 650R,2023-2025,313.19,Garagem 2Rodas,Curitiba/PR,7,5.0
822949,Filtro de Ar Vedamotors BMW F 800 GS,Filtro de Ar,Vedamotors,BMW,F 800 GS,2008-2009,278.14,Garagem 2Rodas,Goiânia/GO,19,4.4
219776,Filtro de Ar Magnetron Honda CG 160,Filtro de Ar,Magnetron,Honda,CG 160,2010-2012,186.46,MotoMix BH,Belo Horizonte/MG,1,3.6
997820,Escape NGK Triumph Tiger 660,Escape,NGK,Triumph,Tiger 660,2015-2016,161.83,Curitiba Motos,Rio de Janeiro/RJ,14,4.7
686428,Guidão Suzuki Triumph Tiger 660,Guidão,Suzuki,Triumph,Tiger 660,2016-2020,200.58,Oficina do Zé,Manaus/AM,36,4.4
565495,Lâmpada RK Kawasaki Ninja 400,Lâmpada,RK,Kawasaki,Ninja 400,2020-2020,230.44,Salvador Parts,Curitiba/PR,15,4.6
470062,Filtro de Ar Motul Kawasaki Z400,Filtro de Ar,Motul,Kawasaki,Z400,2014-2025,139.5,Salvador Parts,Fortaleza/CE,28,4.2
358066,Escape Suzuki Kawasaki Versys 650,Escape,Suzuki,Kawasaki,Versys 650,2020-2023,165.24,Salvador Parts,Manaus/AM,15,4.1
632416,Disco de Freio Kawasaki Kawasaki Ninja 400,Disco de Freio,Kawasaki,Kawasaki,Ninja 400,2015-2023,61.66,Curitiba Motos,Goiânia/GO,18,4.0
409246,Coroa e Pinhão NGK BMW F 800 GS,Coroa e Pinhão,NGK,BMW,F 800 GS,2018-2024,84.33,Garagem 2Rodas,Goiânia/GO,2,4.0
135505,Filtro de Ar Vedamotors Honda CB 650R,Filtro de Ar,Vedamotors,Honda,CB 650R,2009-2011,169.98,Curitiba Motos,Campinas/SP,9,4.8
440699,Pneu NGK Kawasaki Ninja 400,Pneu,NGK,Kawasaki,Ninja 400,2009-2021,95.19,Curitiba Motos,Salvador/BA,6,4.4
333354,Disco de Freio Kawasaki Triumph Tiger 660,Disco de Freio,Kawasaki,Triumph,Tiger 660,2016-2024,179.02,Garagem 2Rodas,Goiânia/GO,13,4.1
329646,Filtro de Ar Suzuki Honda CG 160,Filtro de Ar,Suzuki,Honda,CG 160,2019-2024,147.29,Salvador Parts,Belo Horizonte/MG,20,4.4
819993,Pneu Magnetron BMW F 800 GS,Pneu,Magnetron,BMW,F 800 GS,2010-2022,181.67,Curitiba Motos,Porto Alegre/RS,15,4.7
169547,Escape Motul Triumph Tiger 660,Escape,Motul,Triumph,Tiger 660,2012-2016,108.22,Curitiba Motos,Porto Alegre/RS,28,4.9
275896,Cabo de Acelerador Scud Honda CG 160,Cabo de Acelerador,Scud,Honda,CG 160,2015-2021,298.16,Garagem 2Rodas,Rio de Janeiro/RJ,0,3.8
802440,Filtro de Ar Motul Triumph Tiger 660,Filtro de Ar,Motul,Triumph,Tiger 660,2014-2023,137.59,Curitiba Motos,Curitiba/PR,23,4.1
941956,Coroa e Pinhão Kawasaki Yamaha Fazer 250,Coroa e Pinhão,Kawasaki,Yamaha,Fazer 250,2012-2018,122.94,Salvador Parts,Manaus/AM,16,4.6
462880,Lâmpada Kawasaki Kawasaki Versys 650,Lâmpada,Kawasaki,Kawasaki,Versys 650,2012-2024,163.8,Fort Motos,Belo Horizonte/MG,3,3.6
544339,Pneu Yamaha Honda XRE 300,Pneu,Yamaha,Honda,XRE 300,2011-2024,180.77,Oficina do Zé,Fortaleza/CE,25,3.2
131753,Guidão Scud Kawasaki Ninja 400,Guidão,Scud,Kawasaki,Ninja 400,2021-2022,156.79,Salvador Parts,São Paulo/SP,32,4.3
566430,Escape Kawasaki Honda CG 160,Escape,Kawasaki,Honda,CG 160,2023-2023,77.1,Oficina do Zé,Rio de Janeiro/RJ,17,4.7
610865,Filtro de Ar NGK Kawasaki Versys 650,Filtro de Ar,NGK,Kawasaki,Versys 650,2013-2023,149.38,MotoMix BH,Belo Horizonte/MG,0,4.2
906319,Filtro de Ar Motul Kawasaki Ninja 400,Filtro de Ar,Motul,Kawasaki,Ninja 400,2016-2024,127.75,Maringá Racing,Belo Horizonte/MG,12,4.6
387110,Filtro de Ar Yamaha Suzuki GSX-S750,Filtro de Ar,Yamaha,Suzuki,GSX-S750,2015-2021,105.29,Fort Motos,Porto Alegre/RS,26,3.2
248236,Pneu Scud Kawasaki Z400,Pneu,Scud,Kawasaki,Z400,2009-2015,76.65,Curitiba Motos,São Paulo/SP,14,4.0
246589,Lâmpada Motul Kawasaki Versys 650,Lâmpada,Motul,Kawasaki,Versys 650,2017-2017,474.12,Oficina do Zé,Belo Horizonte/MG,17,4.7
126521,Pastilha de Freio Motul Honda CG 160,Pastilha de Freio,Motul,Honda,CG 160,2020-2021,136.7,Curitiba Motos,Salvador/BA,34,4.3
672644,Pastilha de Freio Suzuki Honda CB 650R,Pastilha de Freio,Suzuki,Honda,CB 650R,2019-2024,122.91,Oficina do Zé,Rio de Janeiro/RJ,19,3.6
112115,Amortecedor Bosch BMW F 800 GS,Amortecedor,Bosch,BMW,F 800 GS,2019-2019,185.61,Maringá Racing,Belo Horizonte/MG,18,4.6
539297,Escape Magnetron Honda XRE 300,Escape,Magnetron,Honda,XRE 300,2019-2023,186.0,RioBike,Belo Horizonte/MG,14,4.8
265848,Disco de Freio Motul Honda XRE 300,Disco de Freio,Motul,Honda,XRE 300,2012-2014,182.1,Oficina do Zé,Manaus/AM,14,5.0
268897,Escape Magnetron Yamaha MT-07,Escape,Magnetron,Yamaha,MT-07,2017-2018,108.9,Salvador Parts,Goiânia/GO,15,4.1
678042,Coroa e Pinhão Scud Kawasaki Z400,Coroa e Pinhão,Scud,Kawasaki,Z400,2012-2017,291.65,RioBike,Porto Alegre/RS,10,4.3
157984,Escape NGK BMW F 800 GS,Escape,NGK,BMW,F 800 GS,2021-2023,228.03,Oficina do Zé,Campinas/SP,11,3.8
977857,Coroa e Pinhão Yamaha Triumph Tiger 660,Coroa e Pinhão,Yamaha,Triumph,Tiger 660,2019-2019,164.36,RioBike,Belo Horizonte/MG,12,4.7
893898,Lâmpada Magnetron Kawasaki Ninja 400,Lâmpada,Magnetron,Kawasaki,Ninja 400,2011-2023,234.35,Oficina do Zé,Belo Horizonte/MG,8,4.5
966286,Coroa e Pinhão Yamaha Yamaha MT-07,Coroa e Pinhão,Yamaha,Yamaha,MT-07,2014-2014,85.19,Curitiba Motos,Curitiba/PR,16,4.3
338299,Pneu Motul Kawasaki Ninja 400,Pneu,Motul,Kawasaki,Ninja 400,2009-2009,285.08,MotoCenter SP,São Paulo/SP,28,4.1
916341,Guidão Scud Kawasaki Ninja 400,Guidão,Scud,Kawasaki,Ninja 400,2014-2018,219.24,Salvador Parts,Salvador/BA,8,4.1
156368,Pastilha de Freio Scud Yamaha MT-07,Pastilha de Freio,Scud,Yamaha,MT-07,2015-2024,214.2,Curitiba Motos,Salvador/BA,12,4.0
980033,Escape Honda Honda XRE 300,Escape,Honda,Honda,XRE 300,2014-2018,186.61,RioBike,Manaus/AM,7,4.5
259725,Guidão Yamaha BMW F 800 GS,Guidão,Yamaha,BMW,F 800 GS,2022-2022,80.14,MotoCenter SP,Campinas/SP,7,4.5
267566,Lâmpada Kawasaki Kawasaki Versys 650,Lâmpada,Kawasaki,Kawasaki,Versys 650,2011-2015,169.23,Fort Motos,Rio de Janeiro/RJ,19,3.9
737161,Lâmpada Scud Honda CG 160,Lâmpada,Scud,Honda,CG 160,2020-2020,80.72,Garagem 2Rodas,Curitiba/PR,5,4.6
433114,Pneu NGK Honda XRE 300,Pneu,NGK,Honda,XRE 300,2008-2014,201.9,Curitiba Motos,Manaus/AM,11,4.5
892246,Escape Vedamotors Suzuki GSX-S750,Escape,Vedamotors,Suzuki,GSX-S750,2017-2017,153.86,MotoCenter SP,Rio de Janeiro/RJ,11,4.2
159747,Lâmpada Scud Honda CG 160,Lâmpada,Scud,Honda,CG 160,2011-2019,234.41,Salvador Parts,Campinas/SP,17,3.8
911400,Lâmpada Magnetron Honda CB 650R,Lâmpada,Magnetron,Honda,CB 650R,2008-2018,132.33,Garagem 2Rodas,Curitiba/PR,20,4.3
341960,Guidão Bosch Kawasaki Versys 650,Guidão,Bosch,Kawasaki,Versys 650,2012-2013,165.14,Garagem 2Rodas,Belo Horizonte/MG,16,4.4
856623,Escape RK Honda CG 160,Escape,RK,Honda,CG 160,2010-2010,145.18,MotoMix BH,Rio de Janeiro/RJ,11,3.9
149033,Amortecedor Honda BMW F 800 GS,Amortecedor,Honda,BMW,F 800 GS,2009-2010,202.41,Curitiba Motos,Manaus/AM,3,4.6
706369,Amortecedor Suzuki BMW F 800 GS,Amortecedor,Suzuki,BMW,F 800 GS,2009-2024,199.61,Maringá Racing,São Paulo/SP,31,4.3
478684,Filtro de Ar NGK Yamaha Fazer 250,Filtro de Ar,NGK,Yamaha,Fazer 250,2022-2025,79.52,MotoMix BH,Salvador/BA,23,4.7
272724,Filtro de Ar Magnetron BMW F 800 GS,Filtro de Ar,Magnetron,BMW,F 800 GS,2016-2019,145.9,Salvador Parts,Curitiba/PR,23,4.9
831505,Lâmpada Honda Suzuki GSX-S750,Lâmpada,Honda,Suzuki,GSX-S750,2008-2008,127.63,Salvador Parts,Curitiba/PR,22,4.3
903059,Lâmpada Vedamotors Yamaha Fazer 250,Lâmpada,Vedamotors,Yamaha,Fazer 250,2014-2017,113.82,Fort Motos,Curitiba/PR,19,4.6
622160,Cabo de Acelerador Motul Honda CB 650R,Cabo de Acelerador,Motul,Honda,CB 650R,2020-2020,716.97,MotoMix BH,Curitiba/PR,7,4.1
609629,Coroa e Pinhão Scud Kawasaki Ninja 400,Coroa e Pinhão,Scud,Kawasaki,Ninja 400,2010-2020,99.95,RioBike,Campinas/SP,15,3.7
706572,Guidão Suzuki BMW F 800 GS,Guidão,Suzuki,BMW,F 800 GS,2022-2025,118.12,MotoMix BH,Belo Horizonte/MG,13,4.7
556392,Escape Motul Kawasaki Z400,Escape,Motul,Kawasaki,Z400,2009-2022,139.55,MotoMix BH,Porto Alegre/RS,22,4.6
562226,Cabo de Acelerador Scud Kawasaki Ninja 400,Cabo de Acelerador,Scud,Kawasaki,Ninja 400,2023-2024,230.93,RioBike,Goiânia/GO,22,3.8
166266,Pneu Kawasaki Honda XRE 300,Pneu,Kawasaki,Honda,XRE 300,2022-2022,158.53,Curitiba Motos,Rio de Janeiro/RJ,25,4.5
513570,Guidão Suzuki Kawasaki Z400,Guidão,Suzuki,Kawasaki,Z400,2020-2022,225.12,Oficina do Zé,Curitiba/PR,16,4.9
795558,Guidão Scud Kawasaki Versys 650,Guidão,Scud,Kawasaki,Versys 650,2023-2024,152.08,Garagem 2Rodas,Curitiba/PR,16,4.1
848930,Filtro de Ar Suzuki Kawasaki Versys 650,Filtro de Ar,Suzuki,Kawasaki,Versys 650,2019-2025,58.85,Fort Motos,Goiânia/GO,22,4.0
963383,Pastilha de Freio Yamaha Triumph Tiger 660,Pastilha de Freio,Yamaha,Triumph,Tiger 660,2018-2018,140.26,Curitiba Motos,Curitiba/PR,7,4.4
635983,Disco de Freio Bosch Honda XRE 300,Disco de Freio,Bosch,Honda,XRE 300,2021-2022,174.29,MotoCenter SP,Campinas/SP,26,4.2
441430,Pneu NGK Kawasaki Ninja 400,Pneu,NGK,Kawasaki,Ninja 400,2014-2025,65.07,Curitiba Motos,Campinas/SP,15,3.8
182830,Coroa e Pinhão Magnetron BMW F 800 GS,Coroa e Pinhão,Magnetron,BMW,F 800 GS,2017-2017,130.59,Curitiba Motos,Porto Alegre/RS,22,3.8
143095,Coroa e Pinhão Vedamotors Yamaha MT-07,Coroa e Pinhão,Vedamotors,Yamaha,MT-07,2009-2019,156.53,Oficina do Zé,Fortaleza/CE,8,4.4
408064,Cabo de Acelerador Suzuki Yamaha MT-07,Cabo de Acelerador,Suzuki,Yamaha,MT-07,2011-2014,211.99,MotoMix BH,Curitiba/PR,14,4.4
486866,Guidão RK Kawasaki Versys 650,Guidão,RK,Kawasaki,Versys 650,2012-2017,64.81,RioBike,Rio de Janeiro/RJ,30,4.2
959077,Disco de Freio RK Honda XRE 300,Disco de Freio,RK,Honda,XRE 300,2021-2025,167.54,Curitiba Motos,Fortaleza/CE,9,5.0
643392,Guidão Scud Yamaha MT-07,Guidão,Scud,Yamaha,MT-07,2008-2013,197.2,Maringá Racing,Porto Alegre/RS,0,4.7
549145,Pastilha de Freio Bosch Yamaha MT-07,Pastilha de Freio,Bosch,Yamaha,MT-07,2010-2016,84.81,Curitiba Motos,Rio de Janeiro/RJ,9,4.2
202329,Pneu Magnetron Yamaha Fazer 250,Pneu,Magnetron,Yamaha,Fazer 250,2013-2025,486.29,Fort Motos,Goiânia/GO,0,4.1
125471,Amortecedor RK Yamaha MT-07,Amortecedor,RK,Yamaha,MT-07,2011-2018,477.31,Salvador Parts,Manaus/AM,0,4.4
491965,Filtro de Ar Kawasaki BMW F 800 GS,Filtro de Ar,Kawasaki,BMW,F 800 GS,2022-2025,162.65,Garagem 2Rodas,Salvador/BA,9,4.1
349353,Pneu Suzuki Kawasaki Versys 650,Pneu,Suzuki,Kawasaki,Versys 650,2018-2022,240.15,Fort Motos,Fortaleza/CE,12,4.2
821571,Escape Magnetron Kawasaki Z400,Escape,Magnetron,Kawasaki,Z400,2009-2023,44.36,Maringá Racing,Porto Alegre/RS,0,4.5
986681,Guidão Honda Kawasaki Ninja 400,Guidão,Honda,Kawasaki,Ninja 400,2010-2022,356.69,Oficina do Zé,Rio de Janeiro/RJ,9,4.4
512301,Cabo de Acelerador RK Kawasaki Ninja 400,Cabo de Acelerador,RK,Kawasaki,Ninja 400,2014-2025,293.09,Garagem 2Rodas,Curitiba/PR,18,4.1
452922,Cabo de Acelerador Magnetron Honda XRE 300,Cabo de Acelerador,Magnetron,Honda,XRE 300,2019-2019,95.54,Oficina do Zé,São Paulo/SP,6,5.0
364721,Guidão Bosch Honda CG 160,Guidão,Bosch,Honda,CG 160,2016-2022,66.96,Salvador Parts,São Paulo/SP,15,3.9
190056,Lâmpada Honda Yamaha Fazer 250,Lâmpada,Honda,Yamaha,Fazer 250,2012-2013,136.08,RioBike,Porto Alegre/RS,0,4.6
451960,Amortecedor Vedamotors Yamaha MT-07,Amortecedor,Vedamotors,Yamaha,MT-07,2008-2008,140.24,Oficina do Zé,São Paulo/SP,17,3.7
474167,Pastilha de Freio Kawasaki Yamaha Fazer 250,Pastilha de Freio,Kawasaki,Yamaha,Fazer 250,2012-2023,194.47,MotoCenter SP,Goiânia/GO,18,4.7
628676,Pneu Honda Kawasaki Versys 650,Pneu,Honda,Kawasaki,Versys 650,2010-2023,148.64,MotoMix BH,Belo Horizonte/MG,24,4.1
480566,Escape Yamaha Suzuki GSX-S750,Escape,Yamaha,Suzuki,GSX-S750,2011-2016,196.12,Maringá Racing,Fortaleza/CE,23,4.8
769826,Coroa e Pinhão Scud BMW F 800 GS,Coroa e Pinhão,Scud,BMW,F 800 GS,2021-2024,196.98,Curitiba Motos,Goiânia/GO,26,4.0
237346,Coroa e Pinhão Kawasaki Suzuki GSX-S750,Coroa e Pinhão,Kawasaki,Suzuki,GSX-S750,2008-2008,169.85,Oficina do Zé,Goiânia/GO,25,4.5
744394,Disco de Freio Suzuki Kawasaki Z400,Disco de Freio,Suzuki,Kawasaki,Z400,2012-2024,208.69,Oficina do Zé,Curitiba/PR,0,4.4
436631,Pastilha de Freio Motul Yamaha MT-07,Pastilha de Freio,Motul,Yamaha,MT-07,2014-2024,139.22,Oficina do Zé,Rio de Janeiro/RJ,10,3.9
707360,Cabo de Acelerador Honda Yamaha MT-07,Cabo de Acelerador,Honda,Yamaha,MT-07,2009-2015,215.25,RioBike,São Paulo/SP,24,3.8
119519,Disco de Freio RK Kawasaki Z400,Disco de Freio,RK,Kawasaki,Z400,2016-2023,120.84,MotoCenter SP,Rio de Janeiro/RJ,11,4.3
136771,Guidão Motul BMW F 800 GS,Guidão,Motul,BMW,F 800 GS,2014-2017,241.61,MotoCenter SP,Manaus/AM,26,4.9
237602,Escape Bosch Yamaha Fazer 250,Escape,Bosch,Yamaha,Fazer 250,2013-2013,107.47,MotoMix BH,Campinas/SP,0,4.0
478131,Disco de Freio Magnetron Kawasaki Z400,Disco de Freio,Magnetron,Kawasaki,Z400,2021-2021,169.45,Salvador Parts,Manaus/AM,28,4.0
957275,Cabo de Acelerador Scud Yamaha MT-07,Cabo de Acelerador,Scud,Yamaha,MT-07,2010-2022,348.48,Oficina do Zé,Curitiba/PR,23,4.8
116136,Escape Yamaha Kawasaki Z400,Escape,Yamaha,Kawasaki,Z400,2015-2016,151.48,RioBike,Fortaleza/CE,18,3.9
788389,Guidão NGK Kawasaki Z400,Guidão,NGK,Kawasaki,Z400,2018-2020,95.43,RioBike,Rio de Janeiro/RJ,17,3.4
497832,Pastilha de Freio NGK Kawasaki Ninja 400,Pastilha de Freio,NGK,Kawasaki,Ninja 400,2020-2024,111.65,Salvador Parts,Campinas/SP,20,4.0
418351,Coroa e Pinhão Yamaha Honda XRE 300,Coroa e Pinhão,Yamaha,Honda,XRE 300,2009-2012,127.06,Fort Motos,Goiânia/GO,18,4.0
195908,Coroa e Pinhão Magnetron Honda XRE 300,Coroa e Pinhão,Magnetron,Honda,XRE 300,2021-2022,136.07,Garagem 2Rodas,Porto Alegre/RS,19,5.0
625604,Filtro de Ar Suzuki Kawasaki Ninja 400,Filtro de Ar,Suzuki,Kawasaki,Ninja 400,2021-2022,149.89,RioBike,São Paulo/SP,13,4.3
976006,Coroa e Pinhão Magnetron Kawasaki Versys 650,Coroa e Pinhão,Magnetron,Kawasaki,Versys 650,2010-2020,104.19,RioBike,Rio de Janeiro/RJ,16,4.4
483078,Coroa e Pinhão Scud Kawasaki Versys 650,Coroa e Pinhão,Scud,Kawasaki,Versys 650,2010-2024,114.9,Maringá Racing,Goiânia/GO,13,4.2
563076,Escape Magnetron Kawasaki Versys 650,Escape,Magnetron,Kawasaki,Versys 650,2018-2021,64.03,RioBike,Rio de Janeiro/RJ,3,4.6
397056,Coroa e Pinhão Motul Kawasaki Z400,Coroa e Pinhão,Motul,Kawasaki,Z400,2013-2021,349.28,Garagem 2Rodas,Rio de Janeiro/RJ,0,4.2
223902,Disco de Freio Kawasaki BMW F 800 GS,Disco de Freio,Kawasaki,BMW,F 800 GS,2015-2025,240.68,Oficina do Zé,Porto Alegre/RS,16,4.3
631886,Filtro de Ar Bosch Triumph Tiger 660,Filtro de Ar,Bosch,Triumph,Tiger 660,2021-2023,83.1,Curitiba Motos,Fortaleza/CE,28,4.7
846855,Guidão Kawasaki BMW F 800 GS,Guidão,Kawasaki,BMW,F 800 GS,2020-2023,73.13,Curitiba Motos,Belo Horizonte/MG,3,4.6
130703,Filtro de Ar Kawasaki Yamaha MT-07,Filtro de Ar,Kawasaki,Yamaha,MT-07,2021-2023,80.9,MotoCenter SP,São Paulo/SP,18,3.7
540975,Pneu NGK Kawasaki Versys 650,Pneu,NGK,Kawasaki,Versys 650,2019-2023,151.23,Curitiba Motos,Rio de Janeiro/RJ,19,4.0
809308,Coroa e Pinhão Honda Honda CG 160,Coroa e Pinhão,Honda,Honda,CG 160,2013-2019,397.19,RioBike,Rio de Janeiro/RJ,20,4.7
567516,Amortecedor Yamaha BMW F 800 GS,Amortecedor,Yamaha,BMW,F 800 GS,2021-2023,75.65,MotoCenter SP,Belo Horizonte/MG,8,3.8
149515,Pneu Yamaha Yamaha MT-07,Pneu,Yamaha,Yamaha,MT-07,2019-2019,190.68,MotoCenter SP,Manaus/AM,6,4.5
757032,Disco de Freio Kawasaki Honda CB 650R,Disco de Freio,Kawasaki,Honda,CB 650R,2011-2018,134.54,Salvador Parts,Goiânia/GO,8,4.1
629045,Cabo de Acelerador Scud Honda CB 650R,Cabo de Acelerador,Scud,Honda,CB 650R,2017-2019,213.46,Salvador Parts,Campinas/SP,16,4.9
